"","Country","Year","Variable","Value","population","comorbidity","value_population_ratio","Normalized Values pop","standard daviation"
"Congenital malformations, deformations a.13324","United States",2011,"Congenital malformations, deformations a",9702,NA,0,3.11377226060325e-05,0.864964909214267,8.01830842186926e-07
"Congenital malformations, deformations a.13325","United States",2012,"Congenital malformations, deformations a",9636,NA,0,3.06998591062527e-05,0.318885266548492,8.01830842186926e-07
"Congenital malformations, deformations a.13326","United States",2013,"Congenital malformations, deformations a",9583,NA,0,3.03201974529218e-05,-0.154608185381318,8.01830842186926e-07
"Congenital malformations, deformations a.13327","United States",2014,"Congenital malformations, deformations a",9609,NA,0,3.01803159393819e-05,-0.329060833222046,8.01830842186926e-07
"Congenital malformations, deformations a.13328","United States",2015,"Congenital malformations, deformations a",10017,NA,0,3.12310014915118e-05,0.981297283290694,8.01830842186926e-07
"Congenital malformations, deformations a.13329","United States",2016,"Congenital malformations, deformations a",10131,NA,0,3.13583587646032e-05,1.14013037674475,8.01830842186926e-07
"Congenital malformations, deformations a.13330","United States",2017,"Congenital malformations, deformations a",9902,NA,0,3.04562475058603e-05,0.0150660723055709,8.01830842186926e-07
"Congenital malformations, deformations a.13331","United States",2018,"Congenital malformations, deformations a",9729,NA,0,2.9767022428122e-05,-0.844498116892392,8.01830842186926e-07
"Congenital malformations, deformations a.13332","United States",2019,"Congenital malformations, deformations a",9713,NA,0,2.95830456869709e-05,-1.0739439444554,8.01830842186926e-07
"Congenital malformations, deformations a.13333","United States",2020,"Congenital malformations, deformations a",9573,NA,1,2.88777339729934e-05,-1.95357051513433,8.01830842186926e-07
"Dementia.13499","United States",2010,"Dementia",108605,NA,0,0.000351100776177278,-0.977192300778436,3.54763866859876e-05
"Dementia.13500","United States",2011,"Dementia",123232,NA,0,0.000395502353348443,0.274388858378976,3.54763866859876e-05
"Dementia.13501","United States",2012,"Dementia",134658,NA,0,0.000429014282641114,1.21901519784513,3.54763866859876e-05
"Dementia.13502","United States",2013,"Dementia",142555,NA,0,0.00045103785327155,1.83981039960494,3.54763866859876e-05
"Dementia.13503","United States",2014,"Dementia",136618,NA,0,0.000429095057030542,1.22129204723635,3.54763866859876e-05
"Dementia.13504","United States",2015,"Dementia",121176,NA,0,0.00037780251939058,-0.224529876342528,3.54763866859876e-05
"Dementia.13505","United States",2016,"Dementia",115772,NA,0,0.000358347637044284,-0.772919500080039,3.54763866859876e-05
"Dementia.13506","United States",2017,"Dementia",118181,NA,0,0.000363497251715823,-0.627763379274409,3.54763866859876e-05
"Dementia.13507","United States",2018,"Dementia",117202,NA,0,0.000358593335658419,-0.765993805636891,3.54763866859876e-05
"Dementia.13508","United States",2019,"Dementia",115430,NA,0,0.00035156707131134,-0.964048483788586,3.54763866859876e-05
"Dementia.13509","United States",2020,"Dementia",125271,NA,1,0.000377890171579531,-0.222059157164511,3.54763866859876e-05
"Diabetes mellitus.13147","United States",2010,"Diabetes mellitus",69128,NA,0,0.00022347861015223,-1.2255814352207,2.26224969825481e-05
"Diabetes mellitus.13148","United States",2011,"Diabetes mellitus",73831,NA,0,0.000236954153548339,-0.629911407879991,2.26224969825481e-05
"Diabetes mellitus.13149","United States",2012,"Diabetes mellitus",73932,NA,0,0.000235543999942245,-0.69224553515082,2.26224969825481e-05
"Diabetes mellitus.13150","United States",2013,"Diabetes mellitus",75578,NA,0,0.000239125522602204,-0.533928676374256,2.26224969825481e-05
"Diabetes mellitus.13151","United States",2014,"Diabetes mellitus",76488,NA,0,0.000240236445579295,-0.484821675588814,2.26224969825481e-05
"Diabetes mellitus.13152","United States",2015,"Diabetes mellitus",79535,NA,0,0.000247974214198602,-0.142783012691616,2.26224969825481e-05
"Diabetes mellitus.13153","United States",2016,"Diabetes mellitus",80058,NA,0,0.000247802535384129,-0.150371866150433,2.26224969825481e-05
"Diabetes mellitus.13154","United States",2017,"Diabetes mellitus",83564,NA,0,0.000257023416136105,0.257225967063551,2.26224969825481e-05
"Diabetes mellitus.13155","United States",2018,"Diabetes mellitus",84946,NA,0,0.000259902301077115,0.384483578954528,2.26224969825481e-05
"Diabetes mellitus.13156","United States",2019,"Diabetes mellitus",87647,NA,0,0.000266947926009053,0.695926870885293,2.26224969825481e-05
"Diabetes mellitus.13157","United States",2020,"Diabetes mellitus",102188,NA,1,0.000308258422566828,2.52200719215326,2.26224969825481e-05
"Diseases of the blood and blood-forming .13125","United States",2010,"Diseases of the blood and blood-forming ",9718,NA,0,3.14165769797964e-05,-1.96822525931103,8.06089814376081e-07
"Diseases of the blood and blood-forming .13126","United States",2011,"Diseases of the blood and blood-forming ",10107,NA,0,3.24375347741879e-05,-0.701669379081182,8.06089814376081e-07
"Diseases of the blood and blood-forming .13127","United States",2012,"Diseases of the blood and blood-forming ",10415,NA,0,3.31817177865942e-05,0.221531732177548,8.06089814376081e-07
"Diseases of the blood and blood-forming .13128","United States",2013,"Diseases of the blood and blood-forming ",10166,NA,0,3.21647842331632e-05,-1.04003184956563,8.06089814376081e-07
"Diseases of the blood and blood-forming .13129","United States",2014,"Diseases of the blood and blood-forming ",10688,NA,0,3.3569280545334e-05,0.702325251494937,8.06089814376081e-07
"Diseases of the blood and blood-forming .13130","United States",2015,"Diseases of the blood and blood-forming ",10645,NA,0,3.31889798220169e-05,0.230540697795514,8.06089814376081e-07
"Diseases of the blood and blood-forming .13131","United States",2016,"Diseases of the blood and blood-forming ",10864,NA,0,3.36272045818428e-05,0.774183294452196,8.06089814376081e-07
"Diseases of the blood and blood-forming .13132","United States",2017,"Diseases of the blood and blood-forming ",10734,NA,0,3.30152858743592e-05,0.0150635331421521,8.06089814376081e-07
"Diseases of the blood and blood-forming .13133","United States",2018,"Diseases of the blood and blood-forming ",10844,NA,0,3.31784963727572e-05,0.217535386138277,8.06089814376081e-07
"Diseases of the blood and blood-forming .13134","United States",2019,"Diseases of the blood and blood-forming ",10769,NA,0,3.27993224547503e-05,-0.252851301851857,8.06089814376081e-07
"Diseases of the blood and blood-forming .13135","United States",2020,"Diseases of the blood and blood-forming ",11422,NA,1,3.44553930261705e-05,1.80159789460906,8.06089814376081e-07
"Diseases of the circulatory system.13180","United States",2010,"Diseases of the circulatory system",784684,NA,0,0.00253674473048102,-0.736686166221435,7.49666080578675e-05
"Diseases of the circulatory system.13181","United States",2011,"Diseases of the circulatory system",783475,NA,0,0.00251449466282842,-1.0334858778401,7.49666080578675e-05
"Diseases of the circulatory system.13182","United States",2012,"Diseases of the circulatory system",787431,NA,0,0.00250871946408216,-1.11052282663476,7.49666080578675e-05
"Diseases of the circulatory system.13183","United States",2013,"Diseases of the circulatory system",800918,NA,0,0.00253406990541576,-0.772366386182822,7.49666080578675e-05
"Diseases of the circulatory system.13184","United States",2014,"Diseases of the circulatory system",807760,NA,0,0.00253704360528621,-0.732699393804685,7.49666080578675e-05
"Diseases of the circulatory system.13185","United States",2015,"Diseases of the circulatory system",836526,NA,0,0.00260812067022945,0.215416931378131,7.49666080578675e-05
"Diseases of the circulatory system.13186","United States",2016,"Diseases of the circulatory system",840656,NA,0,0.00260207210005096,0.134733406603736,7.49666080578675e-05
"Diseases of the circulatory system.13187","United States",2017,"Diseases of the circulatory system",859098,NA,0,0.00264238550997673,0.672484959863963,7.49666080578675e-05
"Diseases of the circulatory system.13188","United States",2018,"Diseases of the circulatory system",868640,NA,0,0.00265770648185465,0.87685557599338,7.49666080578675e-05
"Diseases of the circulatory system.13189","United States",2019,"Diseases of the circulatory system",859290,NA,0,0.0026171538482814,0.335912953353299,7.49666080578675e-05
"Diseases of the circulatory system.13190","United States",2020,"Diseases of the circulatory system",912681,NA,1,0.00275317655073703,2.15035682349127,7.49666080578675e-05
"Diseases of the digestive system.13257","United States",2010,"Diseases of the digestive system",91351,NA,0,0.000295321642692054,-1.29612707965112,2.24450393601712e-05
"Diseases of the digestive system.13258","United States",2011,"Diseases of the digestive system",94096,NA,0,0.00030199290314752,-0.998900581251507,2.24450393601712e-05
"Diseases of the digestive system.13259","United States",2012,"Diseases of the digestive system",95284,NA,0,0.000303570503848088,-0.928613304171996,2.24450393601712e-05
"Diseases of the digestive system.13260","United States",2013,"Diseases of the digestive system",98383,NA,0,0.000311279556090035,-0.585149783425119,2.24450393601712e-05
"Diseases of the digestive system.13261","United States",2014,"Diseases of the digestive system",100989,NA,0,0.000317190126589889,-0.321814513434809,2.24450393601712e-05
"Diseases of the digestive system.13262","United States",2015,"Diseases of the digestive system",104644,NA,0,0.000326259051620022,0.0822357929427431,2.24450393601712e-05
"Diseases of the digestive system.13263","United States",2016,"Diseases of the digestive system",105938,NA,0,0.00032790857869949,0.155727625725862,2.24450393601712e-05
"Diseases of the digestive system.13264","United States",2017,"Diseases of the digestive system",107680,NA,0,0.000331198619615334,0.302309721798365,2.24450393601712e-05
"Diseases of the digestive system.13265","United States",2018,"Diseases of the digestive system",109802,NA,0,0.000335952163290436,0.514095658050139,2.24450393601712e-05
"Diseases of the digestive system.13266","United States",2019,"Diseases of the digestive system",112918,NA,0,0.00034391623112132,0.86892095833524,2.24450393601712e-05
"Diseases of the digestive system.13267","United States",2020,"Diseases of the digestive system",123967,NA,1,0.000373956549402494,2.2073155050822,2.24450393601712e-05
"Diseases of the genitourinary system.13301","United States",2010,"Diseases of the genitourinary system",65681,NA,0,0.000212335068183784,-0.0974777623393256,1.08849089752338e-05
"Diseases of the genitourinary system.13302","United States",2011,"Diseases of the genitourinary system",61592,NA,0,0.000197674150767961,-1.44438084156403,1.08849089752338e-05
"Diseases of the genitourinary system.13303","United States",2012,"Diseases of the genitourinary system",62030,NA,0,0.000197624767575846,-1.44891769090534,1.08849089752338e-05
"Diseases of the genitourinary system.13304","United States",2013,"Diseases of the genitourinary system",64085,NA,0,0.000202762167773191,-0.976943124187846,1.08849089752338e-05
"Diseases of the genitourinary system.13305","United States",2014,"Diseases of the genitourinary system",66165,NA,0,0.000207813571040608,-0.512869122383124,1.08849089752338e-05
"Diseases of the genitourinary system.13306","United States",2015,"Diseases of the genitourinary system",69373,NA,0,0.000216291131723136,0.265967035256416,1.08849089752338e-05
"Diseases of the genitourinary system.13307","United States",2016,"Diseases of the genitourinary system",70316,NA,0,0.000217648243499343,0.390645319594388,1.08849089752338e-05
"Diseases of the genitourinary system.13308","United States",2017,"Diseases of the genitourinary system",71453,NA,0,0.000219772798731189,0.585828874797343,1.08849089752338e-05
"Diseases of the genitourinary system.13309","United States",2018,"Diseases of the genitourinary system",72526,NA,0,0.000221901846913555,0.781425198773013,1.08849089752338e-05
"Diseases of the genitourinary system.13310","United States",2019,"Diseases of the genitourinary system",72871,NA,0,0.000221944416993231,0.785336125338694,1.08849089752338e-05
"Diseases of the genitourinary system.13311","United States",2020,"Diseases of the genitourinary system",76772,NA,1,0.00023158898909168,1.67138598761981,1.08849089752338e-05
"Diseases of the musculoskeletal system a.13290","United States",2010,"Diseases of the musculoskeletal system a",13327,NA,0,4.30838363253496e-05,-0.176776639751293,1.29763294614563e-06
"Diseases of the musculoskeletal system a.13291","United States",2011,"Diseases of the musculoskeletal system a",13702,NA,0,4.39753736495421e-05,0.510272287944844,1.29763294614563e-06
"Diseases of the musculoskeletal system a.13292","United States",2012,"Diseases of the musculoskeletal system a",13725,NA,0,4.37272277120504e-05,0.319042604521092,1.29763294614563e-06
"Diseases of the musculoskeletal system a.13293","United States",2013,"Diseases of the musculoskeletal system a",13534,NA,0,4.28209905382285e-05,-0.379334526326077,1.29763294614563e-06
"Diseases of the musculoskeletal system a.13294","United States",2014,"Diseases of the musculoskeletal system a",13344,NA,0,4.19113472676774e-05,-1.08033651094197,1.29763294614563e-06
"Diseases of the musculoskeletal system a.13295","United States",2015,"Diseases of the musculoskeletal system a",13669,NA,0,4.2617206687379e-05,-0.53637727979102,1.29763294614563e-06
"Diseases of the musculoskeletal system a.13296","United States",2016,"Diseases of the musculoskeletal system a",13799,NA,0,4.27118737136275e-05,-0.463423655632726,1.29763294614563e-06
"Diseases of the musculoskeletal system a.13297","United States",2017,"Diseases of the musculoskeletal system a",13840,NA,0,4.25686190144523e-05,-0.573820589989765,1.29763294614563e-06
"Diseases of the musculoskeletal system a.13298","United States",2018,"Diseases of the musculoskeletal system a",13788,NA,0,4.21860114337492e-05,-0.868670980340572,1.29763294614563e-06
"Diseases of the musculoskeletal system a.13299","United States",2019,"Diseases of the musculoskeletal system a",14553,NA,0,4.43243142059598e-05,0.779177726462046,1.29763294614563e-06
"Diseases of the musculoskeletal system a.13300","United States",2020,"Diseases of the musculoskeletal system a",15421,NA,1,4.65187021411816e-05,2.47024756384542,1.29763294614563e-06
"Diseases of the nervous system.13169","United States",2010,"Diseases of the nervous system",141232,NA,0,0.000456578102491316,-1.11900078439509,0.000117477368650769
"Diseases of the nervous system.13170","United States",2011,"Diseases of the nervous system",145046,NA,0,0.000465512483314223,-1.04294885264416,0.000117477368650769
"Diseases of the nervous system.13171","United States",2012,"Diseases of the nervous system",146311,NA,0,0.000466140212297108,-1.0376054491436,0.000117477368650769
"Diseases of the nervous system.13172","United States",2013,"Diseases of the nervous system",151898,NA,0,0.000480598701106534,-0.914530775481071,0.000117477368650769
"Diseases of the nervous system.13173","United States",2014,"Diseases of the nervous system",165524,NA,0,0.000519884131080264,-0.58012228110531,0.000117477368650769
"Diseases of the nervous system.13174","United States",2015,"Diseases of the nervous system",190638,NA,0,0.000594371135303866,0.0539317931311862,0.000117477368650769
